id,beta,eta,beta/eta,error,tauOVq,delta,q,epsilon,fE0
SLP-0,0.2463003306911472,0.03344741400284115,7.363807876753207,21.367359221445533,0.6666666666666666,0.08333333333333333,1.0,0.2,9.0
SLP-1,0.23492034391577454,0.028914102875581046,8.124766828376089,21.370595947408344,0.6666666666666666,0.09090909090909091,1.0,0.2,11.0
SLP-2,0.2705539590890892,0.0295867722167232,9.144422957235099,21.375900256882748,0.5384615384615384,0.1,1.0,0.2,11.0
SLP-3,0.31639710109561847,0.02986985093128728,10.592523605941643,21.371194807113383,0.42857142857142855,0.09090909090909091,1.05,0.2,10.0
SLP-4,0.2207827462247944,0.034265338137017466,6.443326061512838,21.36711593964464,0.8181818181818182,0.08333333333333333,1.05,0.2,9.0
SLP-5,0.21400923078452141,0.031292894296539205,6.838908180129234,21.375017056703236,0.8181818181818182,0.1,1.0,0.2,11.0
SLP-6,0.2233601961063523,0.02425200246275213,9.209969215919553,21.36733918157058,0.6666666666666666,0.08333333333333333,1.0,0.25,10.0
SLP-7,0.2511374896291653,0.03507015057406657,7.16100403101419,21.363595103467286,0.6666666666666666,0.06666666666666667,1.05,0.15000000000000002,10.0
SLP-8,0.24098326132783385,0.018985655794027067,12.692912161804164,21.364750899016123,0.5384615384615384,0.05555555555555555,1.0,0.25,10.0
SLP-9,0.27299736971585553,0.04406534804705505,6.195284544770555,21.375426140562386,0.6666666666666666,0.1,1.0,0.15000000000000002,10.0
SLP-10,0.21018668399166462,0.029534094973694254,7.116747074148572,21.370401501444217,0.8181818181818182,0.09090909090909091,1.0,0.2,11.0
SLP-11,0.24171563904047086,0.03169001902098582,7.627500598229415,21.37074987929147,0.6666666666666666,0.09090909090909091,0.9500000000000001,0.2,10.0
SLP-12,0.24615285335354575,0.03344629517466314,7.3596448296616135,21.375336585639037,0.6666666666666666,0.1,0.9500000000000001,0.2,10.0
SLP-13,0.23486711193427914,0.028876982132595205,8.133367637097034,21.370643092596797,0.6666666666666666,0.09090909090909091,1.0,0.2,11.0
SLP-14,0.21849793887694505,0.022198818840751814,9.842773187365905,21.363824236545213,0.6666666666666666,0.07142857142857142,1.0,0.25,10.0
SLP-15,0.28940213358555805,0.036238191311648,7.986108663556171,21.375546131527045,0.5384615384615384,0.1,1.05,0.2,9.0
SLP-16,0.24654584764333695,0.03360895889914657,7.335718085858276,21.375259227374954,0.6666666666666666,0.1,1.0,0.2,10.0
SLP-17,0.29452979776897315,0.038824382700303,7.586206844356974,21.380892154560403,0.5384615384615384,0.09090909090909091,1.0,0.15000000000000002,11.0
SLP-18,0.28584034443922407,0.0493215292867174,5.79544771974868,21.375175959851653,0.6666666666666666,0.1,1.05,0.15000000000000002,9.0
SLP-19,0.2418486559974146,0.03154816242140414,7.6660140380578925,21.371805085094532,0.6666666666666666,0.09090909090909091,1.05,0.2,10.0
SLP-20,0.23495004883632417,0.028942174529921386,8.117912791709033,21.370598740095467,0.6666666666666666,0.09090909090909091,1.0,0.2,11.0
SLP-21,0.2259570095291885,0.02522121944717291,8.959004143414502,21.363732306227725,0.6666666666666666,0.07142857142857142,1.0,0.2,11.0
SLP-22,0.26992275022706835,0.02925538676198035,9.226429047858426,21.367769354971724,0.5384615384615384,0.08333333333333333,1.05,0.2,10.0
SLP-23,0.31969988285457346,0.0303320745359066,10.539993974896708,21.381649431948812,0.42857142857142855,0.1,1.0,0.2,10.0
SLP-24,0.27507681830505526,0.04528756205723253,6.074003673622896,21.3763673249591,0.6666666666666666,0.1,1.05,0.15000000000000002,10.0
SLP-25,0.25033259961950627,0.03502030207473589,7.1482136015068685,21.37073781659115,0.6666666666666666,0.09090909090909091,1.0,0.2,9.0
SLP-26,0.2101864353253967,0.029533851092486955,7.116797422293008,21.370401502523848,0.8181818181818182,0.09090909090909091,1.0,0.2,11.0
SLP-27,0.2192260144685928,0.02282898912074355,9.60296635602639,21.375579891068572,0.6666666666666666,0.1,1.0,0.25,12.0
SLP-28,0.22907725400943552,0.038074789486732735,6.016507434381433,21.37508104243111,0.8181818181818182,0.1,1.0,0.2,9.0
SLP-29,0.29846664710851784,0.03930048744347517,7.594476977869406,21.364025832802042,0.5384615384615384,0.07142857142857142,1.0,0.15000000000000002,9.0
SLP-30,0.23799045849663622,0.02988105058100944,7.964594747143473,21.368105682350294,0.6666666666666666,0.08333333333333333,1.05,0.2,10.0
SLP-31,0.23138741678297697,0.027117083831945044,8.532901923266285,21.365118227667683,0.6666666666666666,0.07142857142857142,0.9500000000000001,0.2,10.0
SLP-32,0.24625132048023865,0.03335950307604516,7.381744263962587,21.375516979460915,0.6666666666666666,0.1,1.0,0.2,10.0
SLP-33,0.21725820323952927,0.03264125691561699,6.655938642349999,21.36494410154252,0.8181818181818182,0.07692307692307693,1.0,0.2,9.0
SLP-34,0.2505151000717692,0.03516174913472596,7.1246484101770395,21.37067320631363,0.6666666666666666,0.09090909090909091,1.0,0.2,9.0
SLP-35,0.26657314454126313,0.0415220775589969,6.420033876255373,21.371460555916645,0.6666666666666666,0.09090909090909091,0.9500000000000001,0.15000000000000002,10.0
SLP-36,0.22895998992416566,0.02597534024852063,8.814513601499621,21.38156929564606,0.6666666666666666,0.1,0.9500000000000001,0.25,10.0
SLP-37,0.2660792429299844,0.027950928902667378,9.519513424993624,21.365389536440826,0.5384615384615384,0.07692307692307693,1.0,0.2,10.0
SLP-38,0.19870835539675735,0.024147761433526597,8.22885201776393,21.36318497364957,0.8181818181818182,0.06666666666666667,1.0,0.25,9.0
SLP-39,0.23949239548639606,0.030970286364383513,7.732973233396298,21.37579110853815,0.6666666666666666,0.1,1.0,0.2,11.0
SLP-40,0.2669763771134965,0.04160878766069321,6.416345972168337,21.370839723295997,0.6666666666666666,0.09090909090909091,1.0,0.15000000000000002,10.0
SLP-41,0.22104496913189975,0.03445990626854223,6.414555147344883,21.375002922662667,0.8181818181818182,0.1,1.05,0.2,10.0
SLP-42,0.2246800388322115,0.036057296105322524,6.231194878726522,21.370419874699543,0.8181818181818182,0.09090909090909091,1.05,0.2,9.0
SLP-43,0.2735755418087823,0.03075766102155806,8.894549608861125,21.371074808634667,0.5384615384615384,0.09090909090909091,0.9500000000000001,0.2,10.0
SLP-44,0.20561945277922983,0.027520734874158542,7.471437580407879,21.375135469795314,0.8181818181818182,0.1,0.9500000000000001,0.25,10.0
SLP-45,0.273477749261046,0.04428585480461541,6.1752844213485645,21.36724512875153,0.6666666666666666,0.08333333333333333,1.05,0.15000000000000002,9.0
SLP-46,0.2779902008219873,0.03189070856446367,8.716965327379281,21.378088139307565,0.5384615384615384,0.1,1.0,0.2,10.0
SLP-47,0.28532864560157545,0.04900557036474977,5.822371691174426,21.37536819530066,0.6666666666666666,0.1,1.05,0.15000000000000002,9.0
SLP-48,0.24184665207803963,0.03163828305218616,7.64411430541672,21.370674025059042,0.6666666666666666,0.09090909090909091,1.0,0.2,10.0
SLP-49,0.2563460314217747,0.050341021580265925,5.092189696886572,21.37500810707399,0.8181818181818182,0.1,1.0,0.15000000000000002,9.0
SLP-50,0.27361424181449245,0.04446980343024209,6.152809787965436,21.375231672117252,0.6666666666666666,0.1,1.0,0.15000000000000002,10.0
SLP-51,0.25596423823679915,0.03737449514398998,6.8486340016277,21.37523237472378,0.6666666666666666,0.1,1.05,0.2,9.0
SLP-52,0.2795866069801045,0.03287236842192975,8.505216399119792,21.37547738854417,0.5384615384615384,0.1,1.05,0.2,10.0
SLP-53,0.3017238026948792,0.04049147288226932,7.451539329580674,21.3709443158973,0.5384615384615384,0.09090909090909091,1.0,0.15000000000000002,10.0
SLP-54,0.2360990388800548,0.03031551644973654,7.788059268972362,21.384191718083265,0.6666666666666666,0.09090909090909091,0.9500000000000001,0.2,11.0
SLP-55,0.26240766823897604,0.03987720638400911,6.580392460596297,21.367268424335414,0.6666666666666666,0.08333333333333333,1.0,0.15000000000000002,10.0
SLP-56,0.20993582144109302,0.02934833026726522,7.153245841561656,21.364958024579483,0.8181818181818182,0.07692307692307693,0.9500000000000001,0.2,10.0
SLP-57,0.24549335499289163,0.045457503754501694,5.4005023311158,21.37497470790201,0.8181818181818182,0.1,1.0,0.15000000000000002,10.0
SLP-58,0.240030118656719,0.0314400638260733,7.634530260007349,21.37841517099603,0.6666666666666666,0.1,1.0,0.2,11.0
SLP-59,0.29413875046888593,0.03865100715068215,7.61011865285106,21.380082640911443,0.5384615384615384,0.09090909090909091,1.0,0.15000000000000002,11.0
SLP-60,0.23463343427377,0.028876878461068387,8.12530463048841,21.381452448278015,0.6666666666666666,0.1111111111111111,1.0,0.25,10.0
SLP-61,0.2684270149611332,0.042592661437560436,6.302189295088759,21.371798995048007,0.6666666666666666,0.09090909090909091,1.0,0.15000000000000002,10.0
SLP-62,0.2553958851334608,0.037251754310553054,6.855942488085981,21.375580460831078,0.6666666666666666,0.1,0.9500000000000001,0.2,9.0
SLP-63,0.2465028386122669,0.033448103260520334,7.369710524160592,21.3756371740888,0.6666666666666666,0.1,1.05,0.2,10.0
SLP-64,0.23662760675319264,0.0414899195701815,5.703255373945221,21.374951554430517,0.8181818181818182,0.1,1.0,0.15000000000000002,11.0
SLP-65,0.22412257836345315,0.02464196427225135,9.095158806630993,21.375249021854188,0.6666666666666666,0.1,1.0,0.25,11.0
SLP-66,0.23738707550340002,0.030081880636025297,7.891364186157673,21.375696955582878,0.6666666666666666,0.1,0.9500000000000001,0.25,9.0
SLP-67,0.2656970629194884,0.027856843481400113,9.537945786890504,21.365440688649638,0.5384615384615384,0.07692307692307693,0.9500000000000001,0.2,10.0
SLP-68,0.2693904419410101,0.0432388313198188,6.230289619727377,21.37518515207071,0.6666666666666666,0.09090909090909091,1.0,0.15000000000000002,10.0
SLP-69,0.23143364514630493,0.027482643964512297,8.421083700867714,21.367280118547704,0.6666666666666666,0.08333333333333333,1.0,0.2,11.0
SLP-70,0.2101461307562044,0.029440826715293814,7.137915412104866,21.36491324684599,0.8181818181818182,0.07692307692307693,1.0,0.2,10.0
SLP-71,0.2833025772698812,0.034086643455800765,8.311248880730425,21.370974472819015,0.5384615384615384,0.09090909090909091,1.0,0.2,9.0
SLP-72,0.2142195472767507,0.03138751185031806,6.824992955743956,21.374973389881493,0.8181818181818182,0.1,1.05,0.2,11.0
SLP-73,0.2205464465757443,0.03415897641070453,6.456471175366684,21.367157831797144,0.8181818181818182,0.08333333333333333,1.0,0.2,9.0
SLP-74,0.2466543455858474,0.03369961818183532,7.319202973011676,21.375397998401944,0.6666666666666666,0.1,1.0,0.25,8.0
SLP-75,0.23486762201481426,0.02888935748359889,8.129901197981079,21.370715623574966,0.6666666666666666,0.09090909090909091,1.0,0.2,11.0
SLP-76,0.23828190785775155,0.030472265765266213,7.819632110499541,21.368410159362075,0.6666666666666666,0.08333333333333333,0.9500000000000001,0.2,10.0
SLP-77,0.238512360318997,0.03024342169660835,7.886421143469523,21.375648864664132,0.6666666666666666,0.1,0.9500000000000001,0.2,11.0
SLP-78,0.22080522059878308,0.03435117087166324,6.427880476730078,21.375048062057402,0.8181818181818182,0.1,1.0,0.2,10.0
SLP-79,0.31425159169033273,0.04514205200119988,6.961393595532163,21.371744919311958,0.5384615384615384,0.09090909090909091,0.9500000000000001,0.15000000000000002,9.0
SLP-80,0.262346642680287,0.03965087202403824,6.6164154604529255,21.376400406917423,0.6666666666666666,0.1,0.9500000000000001,0.15000000000000002,11.0
SLP-81,0.27902352722363527,0.032653442595823805,8.544995719971064,21.375559788798245,0.5384615384615384,0.1,1.0,0.2,10.0
SLP-82,0.29712096056641046,0.03923209257025847,7.573416075992221,21.38241239804147,0.5384615384615384,0.1111111111111111,1.05,0.2,9.0
SLP-83,0.2547706392738212,0.03662199085256806,6.956766504024066,21.376516622469286,0.6666666666666666,0.1,1.0,0.2,9.0
SLP-84,0.2463898013447397,0.03348366310095938,7.35850795660646,21.375322188812362,0.6666666666666666,0.1,1.0,0.2,10.0
SLP-85,0.2419639804749654,0.03173951227545669,7.623430958076493,21.37063280601853,0.6666666666666666,0.09090909090909091,1.0,0.2,10.0
SLP-86,0.22644371960763784,0.02552984340878278,8.869765316685674,21.37065601393748,0.6666666666666666,0.09090909090909091,1.0,0.25,10.0
SLP-87,0.26237658203681613,0.03985621449755572,6.583078331558734,21.367267602781432,0.6666666666666666,0.08333333333333333,1.0,0.15000000000000002,10.0
SLP-88,0.2419477823250292,0.03172571580162768,7.626235569840669,21.370632783212848,0.6666666666666666,0.09090909090909091,1.0,0.2,10.0
SLP-89,0.2351841921426533,0.029422900045288806,7.993236281285977,21.38300253078229,0.6666666666666666,0.1111111111111111,1.0,0.25,10.0
SLP-90,0.2409433764028595,0.031211418896964348,7.719718773384375,21.379544062254762,0.6666666666666666,0.09090909090909091,0.9500000000000001,0.2,10.0
SLP-91,0.25505977372724675,0.036979568780690066,6.897316062280138,21.375403738985348,0.6666666666666666,0.1,0.9500000000000001,0.2,9.0
SLP-92,0.22336832234206894,0.024262977356003048,9.206138185955322,21.367338549612423,0.6666666666666666,0.08333333333333333,1.0,0.25,10.0
